# lag   <C(lag)>_blocks   <C_norm(lag)>_blocks
     416   5.412124894640E+00   1.693283004157E-02
     417   1.287059547423E+01   3.745565178463E-02
     418   1.663556454852E+01   4.789791489599E-02
     419   1.575943886622E+01   4.567816156195E-02
     420   1.097631714883E+01   3.275264158234E-02
     421   3.995099507619E+00   1.371343239692E-02
     422  -3.343476678763E+00  -6.490009383817E-03
     423  -9.470870496203E+00  -2.364736328504E-02
     424  -1.314281915023E+01  -3.441017950234E-02
     425  -1.350371344790E+01  -3.640601603080E-02
     426  -1.041555890072E+01  -2.907142882557E-02
     427  -4.766625096769E+00  -1.452503629221E-02
     428   1.677234930362E+00   2.705085277635E-03
     429   6.990867272410E+00   1.749535172726E-02
     430   1.012759253833E+01   2.687508604172E-02
     431   1.131376380585E+01   3.114493073988E-02
     432   1.129257225275E+01   3.198002544267E-02
     433   1.044388954966E+01   3.020456928394E-02
     434   8.653925481348E+00   2.548959206392E-02
     435   5.696695677218E+00   1.732668903152E-02
     436   1.682022566182E+00   6.158345985013E-03
     437  -2.889908315325E+00  -6.546441581548E-03
     438  -7.560073658169E+00  -1.950078340493E-02
     439  -1.211796653540E+01  -3.212611601695E-02
     440  -1.617711347607E+01  -4.333952872412E-02
     441  -1.884407218887E+01  -5.066668183491E-02
     442  -1.919096344427E+01  -5.158641686385E-02
     443  -1.686851871440E+01  -4.522051118120E-02
     444  -1.223214862749E+01  -3.264918476765E-02
     445  -6.189137339885E+00  -1.644092552414E-02
     446   1.050041378914E-01   2.364183626146E-04
     447   5.569315974774E+00   1.451014697599E-02
     448   9.492246042935E+00   2.456733579490E-02
     449   1.171432994000E+01   3.011319518707E-02
     450   1.246175355380E+01   3.187668630912E-02
     451   1.191554322628E+01   3.039390788507E-02
     452   1.010266655067E+01   2.569917700095E-02
     453   7.028604815768E+00   1.771302690002E-02
     454   2.653724119098E+00   6.219984012867E-03
     455  -3.021831767341E+00  -8.863009004852E-03
     456  -9.621282292539E+00  -2.653923178487E-02
     457  -1.612589548074E+01  -4.400946978289E-02
     458  -2.095865671846E+01  -5.696025162532E-02
     459  -2.278542516137E+01  -6.179729557725E-02
     460  -2.144195775190E+01  -5.813970102550E-02
     461  -1.801535606823E+01  -4.897371477259E-02
     462  -1.401109422491E+01  -3.835077607486E-02
     463  -1.056888861096E+01  -2.926970116850E-02
     464  -8.237100844504E+00  -2.310861509105E-02
     465  -7.040222974568E+00  -1.986444937587E-02
     466  -6.550294126711E+00  -1.838681899943E-02
     467  -6.082454208843E+00  -1.689263505253E-02
     468  -5.120866864663E+00  -1.406490638138E-02
     469  -3.704881849353E+00  -1.007251985010E-02
     470  -2.350814577175E+00  -6.368662453211E-03
     471  -1.534042806305E+00  -4.285998427699E-03
     472  -1.397202336766E+00  -4.225707090184E-03
     473  -1.662080083237E+00  -5.395422956689E-03
     474  -1.648841946816E+00  -5.841350731454E-03
     475  -7.238796780158E-01  -3.682066095570E-03
     476   1.060424189477E+00   1.073817016036E-03
     477   2.884956968241E+00   6.211216813530E-03
     478   3.786784561322E+00   8.990047811467E-03
     479   3.323422481277E+00   8.027432337429E-03
     480   1.846204844873E+00   4.132210277305E-03
     481   2.150299806673E-01  -4.073955957522E-04
     482  -9.548964869871E-01  -3.863240311282E-03
     483  -1.661213479756E+00  -6.081976523131E-03
     484  -2.144146427555E+00  -7.513714796608E-03
     485  -2.423097940831E+00  -8.048207981799E-03
     486  -2.368118756506E+00  -7.323541162848E-03
     487  -2.125002700092E+00  -5.900651722828E-03
     488  -2.299396405292E+00  -5.667553363340E-03
     489  -3.649199116251E+00  -8.881939717902E-03
     490  -6.606123973835E+00  -1.679764759036E-02
     491  -1.096905648713E+01  -2.884094530066E-02
     492  -1.594567666265E+01  -4.278719705293E-02
     493  -2.048377245875E+01  -5.569239243081E-02
     494  -2.356537259470E+01  -6.467780884986E-02
     495  -2.430993554070E+01  -6.721966027538E-02
     496  -2.196028717986E+01  -6.115768143133E-02
     497  -1.611321359644E+01  -4.536440723683E-02
     498  -7.300201100593E+00  -2.133931128312E-02
     499   2.750109795203E+00   6.113582563744E-03
     500   1.177069191676E+01   3.074485115070E-02
     501   1.780888670727E+01   4.721761339259E-02
     502   1.971182611202E+01   5.242077303204E-02
     503   1.736431619743E+01   4.609271891655E-02
     504   1.167816087513E+01   3.076572740958E-02
     505   4.311294653398E+00   1.098463384920E-02
     506  -2.750602370167E+00  -7.832103062357E-03
     507  -7.708714939768E+00  -2.081190803637E-02
     508  -9.515931565759E+00  -2.518539890833E-02
     509  -8.121828937745E+00  -2.093201554501E-02
     510  -4.424572174038E+00  -1.060216975818E-02
     511  -2.031186219177E-01   9.144917772187E-04
     512   2.370574437577E+00   7.754019985064E-03
     513   1.777377533832E+00   5.930424315834E-03
     514  -2.088724005311E+00  -4.663561055943E-03
     515  -8.123687061202E+00  -2.093323249670E-02
     516  -1.482928169239E+01  -3.887307797345E-02
     517  -2.106556671312E+01  -5.556424377723E-02
     518  -2.616552123128E+01  -6.936057913491E-02
     519  -2.960535894659E+01  -7.889734122083E-02
     520  -3.098269415511E+01  -8.303139560940E-02
     521  -3.032361102311E+01  -8.173125961636E-02
     522  -2.833500540735E+01  -7.679428491447E-02
     523  -2.627782183041E+01  -7.150522792384E-02
     524  -2.516209009800E+01  -6.850005657733E-02
     525  -2.496577932015E+01  -6.773906120585E-02
     526  -2.475445175289E+01  -6.685483971126E-02
     527  -2.364441802004E+01  -6.366377525962E-02
     528  -2.151974737177E+01  -5.797941219899E-02
     529  -1.862090488133E+01  -5.043888244571E-02
     530  -1.490866522972E+01  -4.080221327728E-02
     531  -1.014334157024E+01  -2.825000994475E-02
     532  -4.504394045849E+00  -1.315851551866E-02
     533   1.064603462820E+00   1.918445768431E-03
     534   5.114793999207E+00   1.297174777977E-02
     535   6.348924404113E+00   1.637616590374E-02
     536   4.286612288882E+00   1.075933004332E-02
     537  -4.829628584711E-01  -2.277063227378E-03
     538  -6.433961483028E+00  -1.852125299893E-02
     539  -1.160688927968E+01  -3.255684136107E-02
     540  -1.443789748471E+01  -4.008090952344E-02
     541  -1.445433857027E+01  -3.984831580195E-02
     542  -1.228342605329E+01  -3.368719589905E-02
     543  -9.148481450991E+00  -2.504174954448E-02
     544  -6.337495921890E+00  -1.743987409250E-02
     545  -4.735685559984E+00  -1.320863979961E-02
     546  -4.617948963731E+00  -1.298286770812E-02
     547  -5.768952314162E+00  -1.611315127835E-02
     548  -7.528134168598E+00  -2.079802753679E-02
     549  -8.756575897534E+00  -2.396432744897E-02
     550  -8.288185072992E+00  -2.248002001535E-02
     551  -5.710527263425E+00  -1.527918176921E-02
     552  -1.668039589014E+00  -4.183081979290E-03
     553   2.647331871482E+00   7.505481419709E-03
     554   6.263287407094E+00   1.712256416518E-02
     555   8.742071050854E+00   2.352846189010E-02
     556   1.012428495137E+01   2.694607041444E-02
     557   1.074098225260E+01   2.839023469025E-02
     558   1.101937519493E+01   2.906106039173E-02
     559   1.123708065090E+01   2.965353041603E-02
     560   1.135163429559E+01   2.995545093050E-02
     561   1.101589236176E+01   2.897124693724E-02
     562   9.635444610014E+00   2.509877216413E-02
     563   6.722612033613E+00   1.706830711068E-02
     564   2.360605739225E+00   5.161743113370E-03
     565  -2.722918791962E+00  -8.633942704603E-03
     566  -7.439262703299E+00  -2.139598854262E-02
     567  -1.069861891307E+01  -3.019910311814E-02
     568  -1.179739692146E+01  -3.314570191012E-02
     569  -1.051290623473E+01  -2.963045593970E-02
     570  -6.999290791885E+00  -2.006268468026E-02
     571  -1.940607781725E+00  -6.272909365595E-03
     572   3.399987352364E+00   8.353823932634E-03
     573   7.734484530345E+00   2.034022456810E-02
