# lag   <C(lag)>_blocks   <C_norm(lag)>_blocks
     400  -3.013741950679E-05  -4.181128139627E-02
     401  -2.929285083237E-05  -4.069346621129E-02
     402  -2.917299210018E-05  -4.069700599635E-02
     403  -2.873270532525E-05  -4.037825531521E-02
     404  -2.740674001196E-05  -3.892636173231E-02
     405  -2.543767892064E-05  -3.661420201144E-02
     406  -2.393739361889E-05  -3.495784485997E-02
     407  -2.418390661613E-05  -3.577072754865E-02
     408  -2.651363306158E-05  -3.956073763483E-02
     409  -3.002476172884E-05  -4.505078623747E-02
     410  -3.323669043949E-05  -5.005585787402E-02
     411  -3.483786849097E-05  -5.253621422076E-02
     412  -3.379958233614E-05  -5.083172461730E-02
     413  -2.906286860151E-05  -4.329957552717E-02
     414  -1.973481868670E-05  -2.864806440147E-02
     415  -6.034676433273E-06  -7.318944278625E-03
     416   9.621555368246E-06   1.693283004157E-02
     417   2.288105862085E-05   3.745565178462E-02
     418   2.957433697514E-05   4.789791489598E-02
     419   2.801678020662E-05   4.567816156195E-02
     420   1.951345270903E-05   3.275264158233E-02
     421   7.102399124653E-06   1.371343239692E-02
     422  -5.943958540027E-06  -6.490009383821E-03
     423  -1.683710310436E-05  -2.364736328504E-02
     424  -2.336501182264E-05  -3.441017950234E-02
     425  -2.400660168515E-05  -3.640601603080E-02
     426  -1.851654915685E-05  -2.907142882557E-02
     427  -8.474000172037E-06  -1.452503629221E-02
     428   2.981750987308E-06   2.705085277631E-03
     429   1.242820848428E-05   1.749535172726E-02
     430   1.800460895702E-05   2.687508604172E-02
     431   2.011335787707E-05   3.114493073987E-02
     432   2.007568400489E-05   3.198002544267E-02
     433   1.856691475495E-05   3.020456928394E-02
     434   1.538475641128E-05   2.548959206391E-02
     435   1.012745898172E-05   1.732668903152E-02
     436   2.990262339877E-06   6.158345985009E-03
     437  -5.137614782803E-06  -6.546441581552E-03
     438  -1.344013094786E-05  -1.950078340493E-02
     439  -2.154305161849E-05  -3.212611601696E-02
     440  -2.875931284635E-05  -4.333952872412E-02
     441  -3.350057278021E-05  -5.066668183491E-02
     442  -3.411726834537E-05  -5.158641686386E-02
     443  -2.998847771449E-05  -4.522051118120E-02
     444  -2.174604200443E-05  -3.264918476766E-02
     445  -1.100291082647E-05  -1.644092552414E-02
     446   1.866740229150E-07   2.364183626101E-04
     447   9.901006177373E-06   1.451014697599E-02
     448   1.687510407633E-05   2.456733579490E-02
     449   2.082547544889E-05   3.011319518706E-02
     450   2.215422854009E-05   3.187668630912E-02
     451   2.118318795782E-05   3.039390788506E-02
     452   1.796029609008E-05   2.569917700094E-02
     453   1.249529745025E-05   1.771302690001E-02
     454   4.717731767281E-06   6.219984012862E-03
     455  -5.372145364166E-06  -8.863009004857E-03
     456  -1.710450185341E-05  -2.653923178487E-02
     457  -2.866825863242E-05  -4.400946978289E-02
     458  -3.725983416615E-05  -5.696025162532E-02
     459  -4.050742250911E-05  -6.179729557725E-02
     460  -3.811903600338E-05  -5.813970102550E-02
     461  -3.202729967686E-05  -4.897371477259E-02
     462  -2.490861195539E-05  -3.835077607486E-02
     463  -1.878913530838E-05  -2.926970116850E-02
     464  -1.464373483468E-05  -2.310861509106E-02
     465  -1.251595195479E-05  -1.986444937587E-02
     466  -1.164496733638E-05  -1.838681899943E-02
     467  -1.081325192683E-05  -1.689263505253E-02
     468  -9.103763314960E-06  -1.406490638139E-02
     469  -6.586456621075E-06  -1.007251985010E-02
     470  -4.179225914981E-06  -6.368662453215E-03
     471  -2.727187211212E-06  -4.285998427703E-03
     472  -2.483915265364E-06  -4.225707090188E-03
     473  -2.954809036869E-06  -5.395422956694E-03
     474  -2.931274572121E-06  -5.841350731458E-03
     475  -1.286897205364E-06  -3.682066095574E-03
     476   1.885198559068E-06   1.073817016032E-03
     477   5.128812387981E-06   6.211216813526E-03
     478   6.732061442348E-06   8.990047811463E-03
